Full_Name,First_Name,Last_Name,DOB,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2
Jai Bajrang Shiv Gulam Mahavidyalaya,,,,,,,
Jai Bharati College,,,,,,,
Jai Hind Education Trusts Arts Science And Commerce College,,,,,,,
Jai Hind Educational Trusts Zulal Bhilajirao Patil College,,,,,,,
Jai Narain Samarak Degree College,,,,,,,
Jai Prakash Mahavidyalaya Umarhan,,,,,,,
Jain Asthanak Vasi Girls Degree College,,,,,,,
Jain College Of Education,,,,,,,
Jain Degree College,,,,,,,
Jain Girls Degree College,,,,,,,
Jain Jawan College,,,,,,,
Jairam Arts And Science College,,,,,,,
Jaisingpur College,,,,,,,
Jalagamvengalrao Government College,,,,,,,
Jaleswar College,,,,,,,
Jaleswar Womens College,,,,,,,
Jamal Mohammed College,,,,,,,
Jamalpur College,,,,,,,
Jamini Ray`College,,,,,,,
Jamkhed Mahavidyalaya,,,,,,,
Jamna Lal Ram Lal Keemti Girls College,,,,,,,
Jamshedpur Co Operative College,,,,,,,
Jamshedpur Women'S College,,,,,,,
Jamshedpur Workers College,,,,,,,
Jamtara College,,,,,,,
Jamuna Prasad Bhagwan Das Mahajan Degree College,,,,,,,
Jamuna Prasad Bhagwan Das Mahajan Mahila Mahavidyalaya,,,,,,,
Jamuni Lal College,,,,,,,
"Jana Hitha Degree College, Vizianagaram",,,,,,,
Janaseva Shikshan Mandal College of Arts & Commerce,,,,,,,
Islamia Degree College For Women,,,,,,,
Islamia Karimia Degree College,,,,,,,
Islamiah College,,,,,,,
Islamiah Womens Arts And Science College,,,,,,,
Islampur College,,,,,,,
Ismail National Post-graduate College for Women,,,,,,,
Ismail National Postgraduate College For Women,,,,,,,
Ismail Yusuf College of Arts Science & Commerce,,,,,,,
Ispat College,,,,,,,
Itanagar Government College,,,,,,,
J B College,,,,,,,
J B S Dhanour College,,,,,,,
J C E Trust Sanchalit Commerce College,,,,,,,
J D S G College,,,,,,,
J D Womens' College,,,,,,,
J G College Commerce,,,,,,,
J J College Arrah,,,,,,,
J J College Bihar,,,,,,,
J J College Jharkhand,,,,,,,
J K College Education,,,,,,,
J K K Nataraja College Arts Science,,,,,,,
J K S College Mango,,,,,,,
J L N College,,,,,,,
J L N College Jharkhand,,,,,,,
J L N Degree College,,,,,,,
J L N M College,,,,,,,
J M College,,,,,,,
J M D P L Mahila College,,,,,,,
J M J College For Women,,,,,,,
J M S College,,,,,,,
J M Shah Arts And Commerce College,,,,,,,
J N College Arunachal Pradesh,,,,,,,
J N College Bihar,,,,,,,
J N College Jharkhand,,,,,,,
J N L College,,,,,,,
J P College,,,,,,,
J P Mahila College,,,,,,,
J P Pardiwala Arts And Commerce College,,,,,,,
J S College,,,,,,,
J S S College,,,,,,,
J S S College Arts Commerce Science Chamrajanagar,,,,,,,
J S S College Arts Commerce Science Karnataka,,,,,,,
J S S College Arts Science Commerce Mysore,,,,,,,
J S S College for Women,,,,,,,
J S S College Karnataka,,,,,,,
J S S College Nanjanguda,,,,,,,
J S S College Pharmacy,,,,,,,
J S S Sh Tammannappa Chikkodi Arts Commerce College,,,,,,,
J Z Shah Arts H P Shah Commerce College,,,,,,,
J. Buana College,,,,,,,
"J. Sikkle Degree College, Narsapur",,,,,,,
J.A. Arts And Science College,,,,,,,
J.B. Shah Girls College,,,,,,,
J.B.S.P. Mandal's arts College,,,,,,,
J.B.S.P. Mandal's Mahila Mahavidyalaya,,,,,,,
J.C. D.A.V. College,,,,,,,
J.C. Mills Girls College,,,,,,,
J.D. Patil Sangludkar Arts & Commerce College,,,,,,,
J.D.B. Girls College,,,,,,,
J.D.M.V.P. Coop. Samajs Arts Science & Commerce College,,,,,,,
J.D.M.V.P. Coop. Samajs Arts Science & Commerce College',,,,,,,
J.D.T. Islam College Of Arts & Science,,,,,,,
J.E.S. Degree College For Women,,,,,,,
J.E.S.S.R.J.B. Artss.B.L. Commerce And R.Bezoji Science College,,,,,,,
J.J. College Of Arts And Science,,,,,,,
J.J.M. Medical College,,,,,,,
J.K.C. College,,,,,,,
J.L. Nehru Degree College,,,,,,,
J.L. Nehru Law College,,,,,,,
J.L. Nehru Memorial Mahavidyalaya,,,,,,,
J.L. Nehru Smarak PG College,,,,,,,
J.L.N. Government College For Women,,,,,,,
J.M. Patel Arts Commerce & Science College,,,,,,,
J.M.J. Degree College For Women,,,,,,,
J.N. College,,,,,,,
J.P. Institute of Education,,,,,,,
J.P. Verma Science Mahavidyalaya,,,,,,,
J.R.R. Navodaya Degree College,,,,,,,
J.S. Hindu Post-graduate College,,,,,,,
J.S. Hindu Postgraduate College,,,,,,,
J.S.College of Education,,,,,,,
J.S.P.Ss College Of Education,,,,,,,
J.S.S. Kisan Veer Mahavidyalaya,,,,,,,
J.T.E.Ss Arts Commerce & Science College,,,,,,,
J.Thankima College,,,,,,,
J.V. Jain College,,,,,,,
Jaagruthi Degree College,,,,,,,
Jadavpur Vidyapith College of Education,,,,,,,
Jadid Anjuman E Talem Arts Science & Commerce Girl,,,,,,,
Jadid Anjuman E Talem Arts Science & Commerce Girls College,,,,,,,
Jadupati +3 College,,,,,,,
Jagannath Kishore College,,,,,,,
Jagannath Mahavidyalaya (Degree College),,,,,,,
Jagannath Munna Lal Choudhry Mahila Mahavidyalaya,,,,,,,
Jagans Degree College,,,,,,,
Jagans Institute Of Science & Tech,,,,,,,
Jagarlamudi Kuppuswamy Choudhry College,,,,,,,
Jagat Taran Girls Degree College,,,,,,,
Jagatpur Degree College,,,,,,,
Jagdam College,,,,,,,
Jagdamba Mahavidyalaya,,,,,,,
Jagdamba Mahavidyalaya Commerce,,,,,,,
Jagdamba Sanskrit Mahavidyalaya,,,,,,,
Jagdish Prasad Pandey Smarak Mahavidyalaya,,,,,,,
Jagiroad College,,,,,,,
Jagjiwan Mahavidyalaya,,,,,,,
Jagjiwan Ram Sharmik College,,,,,,,
Jaglal Chaudhary College,,,,,,,
"Jagruthi Degree & Pg College, Narayanaguda",,,,,,,
Jagruthi Degree College,,,,,,,
"Jagruthi Degree College, Huzurabad",,,,,,,
"Jagruthi Degree College, Mahabubnagar",,,,,,,
"Jagruthi Degree College, Medak",,,,,,,
"Jagruthi Degree College, Nalgonda",,,,,,,
Jagta Arts college,,,,,,,
Jahnavi Degree College,,,,,,,
"Jahnavi Degree College, Secunderabad",,,,,,,
Jahnavi Womens Degree College,,,,,,,
Janata College,,,,,,,
Janata College Assam,,,,,,,
Jangi Mahavidyalaya,,,,,,,
Jangipur College,,,,,,,
Janki Devi Memorial College,,,,,,,
Jankidevi Bajaj College of Science,,,,,,,
Janta College,,,,,,,
Janta College Of Education,,,,,,,
Janta Degree College,,,,,,,
Janta Kala Vanijya Mahavidyalaya,,,,,,,
Janta Koshi College,,,,,,,
Janta Mahavidalaya,,,,,,,
Janta Mahavidyalaya,,,,,,,
Janta Mahavidyalaya (PG) College,,,,,,,
Janta Shivratri College,,,,,,,
Janta Vedic College,,,,,,,
Janta Vidya Mandir G R R College,,,,,,,
Japfu Christain College,,,,,,,
Jashbhai Maganbhai Patel College of Commerce,,,,,,,
Jashipur College,,,,,,,
Jatadhari Degree College,,,,,,,
Jatan Swarup Degree College,,,,,,,
Jatindra Rajendra Mahavidyalaya,,,,,,,
Jatiya Kabi Birakishore College,,,,,,,
Jawahar Arts Science & Commerce College,,,,,,,
Jawahar Bharathi College,,,,,,,
Jawahar Bharati Degree College,,,,,,,
Jawahar College Education,,,,,,,
Jawahar Lal Nehru College Of Education,,,,,,,
Jawahar Lal Nehru Degree College,,,,,,,
Jawahar Science College,,,,,,,
Jawaharlal Nehru College,,,,,,,
Jawaharlal Nehru Degree College,,,,,,,
Jawaharlal Nehru Medical College,,,,,,,
Jawaharlal Nehru Memorial Postgraduate College,,,,,,,
Jawaharlal Nehru Teachers' Training College,,,,,,,
Jawaharlal Nehur Arts Commerce & Science College,,,,,,,
Jawharlal Nehru College,,,,,,,
Jay Prakash Degree Mahavidyalaya,,,,,,,
Jaya Chandra (Jc) Degree College,,,,,,,
Jaya College Of Arts And Science,,,,,,,
Jaya Degree College,,,,,,,
Jaya Nanda College,,,,,,,
Jayagovind Harigopal Agarwal Agarsan College,,,,,,,
Jayaraj Annapackiam College for Women,,,,,,,
Jayaraj Challadurai College,,,,,,,
Jayasree Degree College,,,,,,,
Jayawant Mahavidyalaya,,,,,,,
Jaypur Panchanan Roy College,,,,,,,
JD Institute Of Fashion Technology,,,,,,,
"JD Institute Of Fashion Technology,bangalore",,,,,,,
Jdmvp Co Op Samajs Sh.S.S.Patil Arts S.B.T.T.S Commerce & G.R.Pandit Science,,,,,,,
Jeevan Vikas Mahavidyalaya,,,,,,,
Jehlum Education Trust College Of Education,,,,,,,
Jengraimukh College,,,,,,,
Jesus & Mary College,,,,,,,
Jethabhai Jhaverbhai College Science,,,,,,,
Jeyaraj Chelladurai College Of Arts And Science,,,,,,,
JG COLLEGE OF EDUCATION (PG),,,,,,,
Jhabbu Singh Memorial College,,,,,,,
Jham Baba Degree College,,,,,,,
Jhamman Lal Degree College,,,,,,,
Jhanji Hem Nath Sarma College,,,,,,,
Jhargram Raj College,,,,,,,
Jharkhand College,,,,,,,
JhunJhunwala Mahila Mahavidyalaya,,,,,,,
Jiadhal College,,,,,,,
Jialal Institute of Education,,,,,,,
Jijamata Education Societys Arts Science & Commerce,,,,,,,
Jiral College,,,,,,,
Jiri College,,,,,,,
Jiwach Mahavidyalaya,,,,,,,
Joda Women's College,,,,,,,
Jodh Singh Namdhari Mahila College,,,,,,,
Jogesh Chandra Chaudhuri College,,,,,,,
Jogmaya Devi College,,,,,,,
Jorhat College Amulgumated,,,,,,,
Jorhat Kendriya Mahavidyalaya,,,,,,,
Joseph Arts And Science College,,,,,,,
Jothi College,,,,,,,
Jspss Ajjappa Gadami Arts And Commerce College,,,,,,,
Jss Sakaari Law College,,,,,,,
Jubilee College,,,,,,,
Juhari Devi Girls Postgraduate College,,,,,,,
Jupiter Degree College,,,,,,,
Juria College,,,,,,,
Justice Basheer Ahmed Syed College For Women,,,,,,,
Jwala Devi Vidya Mandir (PG) Degree College,,,,,,,
Jyoti Vikash Degree College,,,,,,,
Jyotinivas College,,,,,,,
K B College,,,,,,,
K B Jha College,,,,,,,
K B N College,,,,,,,
K B Women'S College,,,,,,,
K C Das Commerce College,,,,,,,
K C Seth Arts College,,,,,,,
K C T C College,,,,,,,
K D S College,,,,,,,
K G R L Degree College,,,,,,,
K H Government Degree College,,,,,,,
K H Madhvani Arts And Commerce College,,,,,,,
K K M College,,,,,,,
K K M College Jharkhand,,,,,,,
K K Parekh Commerce College,,,,,,,
K L E S 'S Arts Commerce College For Women,,,,,,,
K L E Societys S Nijalingappa College,,,,,,,
K L E Socitys Gogte Institute Technology,,,,,,,
K L E's Gogte College of Commerce,,,,,,,
K L ES's Basavaprabhu Kore Arts Science Commerce College,,,,,,,
K L ES's GIB Arts Science & Commerce College,,,,,,,
K L ES's Jagadguru Tontadarya College,,,,,,,
K L ES's SK Arts and HSK Science Institute,,,,,,,
K L ES's VS Bellubi Arts and Commerce College,,,,,,,
K L Mehta Dayanand College For Women,,,,,,,
K L S College,,,,,,,
K M College Education,,,,,,,
K M D College,,,,,,,
K M Government College,,,,,,,
K N Mahila College,,,,,,,
K N V V Sanghals Arts Commerce College,,,,,,,
K O College,,,,,,,
K O Shah Municipal Arts And Commerce College,,,,,,,
K P College,,,,,,,
K R B Girl's College,,,,,,,
K R C E Socitys G G D Arts B M P Commerce S V S Science College,,,,,,,
K R Desai Arts And Commerce College,,,,,,,
K R E College,,,,,,,
K R K Government Degree College,,,,,,,
K R M Muthiah College Arts And Science Chennai,,,,,,,
K R R Government Arts Science College,,,,,,,
K S College,,,,,,,
K S E R T College Education,,,,,,,
K S G M College,,,,,,,
K S N Govt Degree College For Women,,,,,,,
K S R Mahavidyalaya,,,,,,,
K S S Arts Commerce Science College,,,,,,,
K S S Mahavidyalaya,,,,,,,
K S Samitis Vijayanaggar College Education,,,,,,,
K T Reddy Women'S College,,,,,,,
K T S Government Degree College,,,,,,,
K V P Socitys Arts And Commerce College,,,,,,,
K V R Degree College,,,,,,,
K V R Govt College For Women,,,,,,,
K V R M K R College,,,,,,,
K V Science College,,,,,,,
K V Subba Reddy Degree College,,,,,,,
K W T S Divekar College Commerce Karnataka,,,,,,,
"K.A & H.L. Degree College, Eluru",,,,,,,
K.B. PG College,,,,,,,
K.B.P. College,,,,,,,
K.C. Reddy Pg College,,,,,,,
K.C.E.S.s College Of Education,,,,,,,
K.C.Edu.Societys Instt.Of Management And Research,,,,,,,
K.C.N. Sanskrit College,,,,,,,
K.C.S. Kasi Nadar College Of Arts And Science,,,,,,,
K.D. College,,,,,,,
K.D.B. Degree College,,,,,,,
K.G. College,,,,,,,
K.G. College Of Arts And Science,,,,,,,
K.G.K. College,,,,,,,
K.G.N. College,,,,,,,
K.I.M.S. Degree & Pg College,,,,,,,
K.J. Somaiya College Of Arts & Commerce,,,,,,,
K.J. Somaiya College Of Science & Commerce,,,,,,,
K.K. Das College Of Commerce,,,,,,,
K.K.H.A. Arts & M.G.Lodha.Commerce College,,,,,,,
K.K.S. Womens College,,,,,,,
K.K.W.Arts Science & Commerce College,,,,,,,
K.L. D.A.V. Degree College,,,,,,,
K.L.R. College,,,,,,,
K.L.R. Degree College,,,,,,,
"K.L.R. Degree College, Nizamabad",,,,,,,
K.M. Agrawal College of Arts Commerce & Science,,,,,,,
K.M. Kundani College Of Pharmacy,,,,,,,
K.M.G. College Of Arts And Science,,,,,,,
K.M.M. Government Womens College,,,,,,,
K.M.O Arts & Science College,,,,,,,
K.N. College Of Arts & Commerce,,,,,,,
K.N. Government Arts College For Women,,,,,,,
K.N. Government P.G. College,,,,,,,
K.N.M. Government Arts & Science College,,,,,,,
K.N.R. Degree College,,,,,,,
K.P. Government College,,,,,,,
K.P.B. Hinduja College Of Commerce,,,,,,,
K.P.R & J.L. Siddhartha Degree College,,,,,,,
K.R. Arts And Science College,,,,,,,
K.R. Girls Degree College,,,,,,,
K.R. Mandals Uttar Maharashtra College Of Commerce,,,,,,,
K.R.M.D.A.V. College,,,,,,,
K.R.R. Vignan Degree College For Women,,,,,,,
K.R.S.L. Degree College For Women,,,,,,,
K.S. Saket Post-graduate College,,,,,,,
K.S. Wani Institute of Advanced Studies in Marathi,,,,,,,
K.S.G. College Of Arts And Science,,,,,,,
"K.S.N.R. Degree College, Garuvu",,,,,,,
K.S.R. College Of Arts And Science,,,,,,,
K.S.U.B. College,,,,,,,
K.T.S.P. Mandal' Kmc College,,,,,,,
K.T.T.C. Koushik Degree College,,,,,,,
K.V. Babu Degree College,,,,,,,
K.V.C. Memorial Degree College,,,,,,,
K.V.P.S.s Ayurved Mahavidyalaya,,,,,,,
K.V.P.Sansthas Kisan Arts Commerce & Science Col,,,,,,,
K.V.P.Sansthas Kisan Mahavidhalaya,,,,,,,
Kaamedhenu Arts And Science College,,,,,,,
Kabi Nazrul College,,,,,,,
Kabi Nazrul Mahavidyalaya,,,,,,,
Kabi Sukanta Mahavidyalaya,,,,,,,
Kabisurya Baladev Vigyan Mahavidyalaya,,,,,,,
Kabli Mal Ramji Dass Jain College for Women,,,,,,,
Kadamibini Pal Womens College,,,,,,,
Kahrdiha Degree College,,,,,,,
Kaibalya Dayini College Of Commerce,,,,,,,
"Kairali Arts, Science And Commerce College",,,,,,,
Kakasaheb Chavan Mahavidyalaya,,,,,,,
Kakatiya Degree College,,,,,,,
"Kakatiya Degree College, Jammikunta",,,,,,,
"Kakatiya Degree College, Nalgonda",,,,,,,
Kakatiya Government Degree College,,,,,,,
Kakatiya Mahila Degree College,,,,,,,
Kakatiya Mahila Degree Kalasala,,,,,,,
Kakching Khunou College,,,,,,,
Kakojan College,,,,,,,
Kala Mahavidyalaya,,,,,,,
Kala Vigyan Mahavidyalaya,,,,,,,
Kalabari College Kalabari,,,,,,,
Kalawati Girls Degree College,,,,,,,
Kalawati Snatak Maahavidyalaya,,,,,,,
Kaliabar College,,,,,,,
Kalicharan Degree College,,,,,,,
Kalikadham Mahavidyalaya,,,,,,,
Kalimpong College,,,,,,,
Kalinagar Mahavidyalaya,,,,,,,
Kalindi College,,,,,,,
Kalinga Mahavidyalaya,,,,,,,
Kalipada Ghosh Terai Mahavidyalaya,,,,,,,
Kaliyaganj College,,,,,,,
Kalna College,,,,,,,
Kalpataru Science College,,,,,,,
Kalpi Degree College,,,,,,,
Kalyani Mahavidyalaya,,,,,,,
Kalyani Mithila Sanskrit Mahavidyalaya,,,,,,,
Kamadhenu College Of Arts And Science,,,,,,,
Kamakshyanagar College,,,,,,,
Kamala College for Women,,,,,,,
Kamala Nehru Memorial National College Of Arts Science For Women,,,,,,,
Kamala Nehru Womens College,,,,,,,
Kamani Science And Ptaprai Arts College,,,,,,,
Kamaraj College,,,,,,,
Kamargaon College,,,,,,,
Kamban College Arts And Science For Women,,,,,,,
Kameshwar Prasad Singh College,,,,,,,
Kamla Arya Kanya Pg Degree College,,,,,,,
Kamla Baliga College Education,,,,,,,
Kamla Lohtia S.D. College,,,,,,,
Kamla Nehru College,,,,,,,
Kamla Nehru College for Women,,,,,,,
Kamla Nehru Degree College,,,,,,,
Kamla Nehru Girls College,,,,,,,
Kamla Nehru Mahavidyalaya,,,,,,,
Kamla Prasad Singh Degree College,,,,,,,
Kamla Raja Girls Degree College,,,,,,,
Kampur College,,,,,,,
Kamrup College,,,,,,,
Kamtaprasad Guru Bhasha Bharti Sansthan,,,,,,,
Kanak Manyatri Womens College,,,,,,,
Kanakdas Shikshan Samitis Arts College,,,,,,,
Kanas College,,,,,,,
Kanchan Singh Bhooli Devi Mahavidyalaya,,,,,,,
Kanchi Kamachi Amman Arts Science College For Women,,,,,,,
Kanchi Mamunivar Centre for PG Studies,,,,,,,
Kanchi Shri Krishna College Of Arts And Science,,,,,,,
Kanchrapara College,,,,,,,
Kandarpur College,,,,,,,
Kandaswami Kandars College,,,,,,,
Kandi Raj College,,,,,,,
Kankavali Arts & commerce College,,,,,,,
"Kankavli College,kankavli",,,,,,,
Kankrej Arts And Commerce College,,,,,,,
Kanohar Lal Sanatkottar Mahila Mahavidyalaya,,,,,,,
Kanoria Mahila Mahavidyalaya,,,,,,,
Kanpur Anchalik Mahavidyalaya,,,,,,,
Kanpur Vidya Mandir Mahila Degree (P.G.) College,,,,,,,
Kanya Mahavidyalaya,,,,,,,
Kanya Mahavidyalaya Degree College,,,,,,,
Kanya Mahavidyalaya Guwahati,,,,,,,
Kapadia N M M S Arts And S N S B S Commerce College,,,,,,,
Kaptipada College,,,,,,,
Karabandia Subba Rao Memorial Degree College,,,,,,,
Karamat Husain Muslim Girls Degree College,,,,,,,
Karamchand Bhagat College,,,,,,,
Karamveer abasaheb alias Narain Mansaram sonawana Arts Science and Commerce College,,,,,,,
karamveer ganpat dada More Arts & Commerce College,,,,,,,
Karamveer Hire Arts Science And Commerce & Education College,,,,,,,
Karamveer Mamasaheb Jagdale Mahavidyalaya,,,,,,,
Karanam Padmavathi Memorial Degree College,,,,,,,
Karanjia College,,,,,,,
Karimala Degree College,,,,,,,
Karimganj College,,,,,,,
Karimpur Panna Devi College,,,,,,,
Karm Kshetra degree (PG) College,,,,,,,
Karmala Rani Training College,,,,,,,
karmaveer Bhauro Patil Pandharpur College,,,,,,,
Karmaveer Ramrojee Aher Artsscience & Commerce College,,,,,,,
Karmavir Mahavidyalaya,,,,,,,
Karmyogi Tulshiram Pawar College,,,,,,,
Karnataka Arts College,,,,,,,
Karnataka Arts Science And Commerce College,,,,,,,
